run_id,status,strat,remove_frac,repeat_id,sub_seed,cv_seed,train_seed,n_total,n_kept,n_removed,runtime_sec
freq_percent_rm0.8_r06,completed,freq_percent,0.8,6,196118,642511,161933,2759,552,2207,135.18344200000865
