run_id,status,strat,remove_frac,repeat_id,sub_seed,cv_seed,train_seed,n_total,n_kept,n_removed,runtime_sec
freq_percent_rm0.8_r01,completed,freq_percent,0.8,1,318934,845994,709743,2759,552,2207,136.6609371000086
