run_id,status,strat,remove_frac,repeat_id,sub_seed,cv_seed,train_seed,n_total,n_kept,n_removed,runtime_sec
freq_percent_rm0_r07,completed,freq_percent,0.0,7,145046,772687,694675,2759,2759,0,656.7821723999996
