run_id,status,strat,remove_frac,repeat_id,sub_seed,cv_seed,train_seed,n_total,n_kept,n_removed,runtime_sec
freq_percent_rm0_r02,completed,freq_percent,0.0,2,404945,254057,479270,2759,2759,0,658.7761361000001
