run_id,status,strat,remove_frac,repeat_id,sub_seed,cv_seed,train_seed,n_total,n_kept,n_removed,runtime_sec
freq_percent_rm0_r04,completed,freq_percent,0.0,4,594587,400024,175407,2759,2759,0,656.1211521999999
