run_id,status,strat,remove_frac,repeat_id,sub_seed,cv_seed,train_seed,n_total,n_kept,n_removed,runtime_sec
freq_percent_rm0.8_r03,completed,freq_percent,0.8,3,891666,562835,896644,2759,552,2207,136.11578409999493
