run_id,status,strat,remove_frac,repeat_id,sub_seed,cv_seed,train_seed,n_total,n_kept,n_removed,runtime_sec
freq_percent_rm0_r10,completed,freq_percent,0.0,10,701350,320514,559752,2759,2759,0,656.4451722000003
