run_id,status,strat,remove_frac,repeat_id,sub_seed,cv_seed,train_seed,n_total,n_kept,n_removed,runtime_sec
freq_percent_rm0_r09,completed,freq_percent,0.0,9,873573,674916,952707,2759,2759,0,658.0858100999994
