run_id,strat,remove_frac,keep_frac,repeat_id,target,initial_mae_ms,adjusted_mae_ms,adjusted_accuracy_pct
freq_percent_rm0_r05,freq_percent,0.0,1.0,5,all targets,0.0911120619733662,0.05870335579170933,95.20961701099432
freq_percent_rm0_r05,freq_percent,0.0,1.0,5,target1,0.019893571362079792,0.008610650291049462,99.13011960855383
freq_percent_rm0_r05,freq_percent,0.0,1.0,5,target2,0.025698337334149342,0.00709636351572697,99.13011960855383
freq_percent_rm0_r05,freq_percent,0.0,1.0,5,target3,0.062159987532110515,0.022031387986064483,97.75280898876404
freq_percent_rm0_r05,freq_percent,0.0,1.0,5,target4,0.05677090812581576,0.03335884690342783,96.0855382384922
freq_percent_rm0_r05,freq_percent,0.0,1.0,5,target5,0.09848802419107264,0.055776229557711776,94.67198260239216
freq_percent_rm0_r05,freq_percent,0.0,1.0,5,target6,0.28366154329496907,0.22534665649627547,84.48713301920986
