run_id,strat,remove_frac,keep_frac,repeat_id,target,initial_mae_ms,adjusted_mae_ms,adjusted_accuracy_pct
freq_percent_rm0.45_r09,freq_percent,0.45,0.55,9,all targets,0.10926706808822365,0.05956914779176896,95.14712340799298
freq_percent_rm0.45_r09,freq_percent,0.45,0.55,9,target1,0.02865579116179615,0.006934593529737864,99.34123847167325
freq_percent_rm0.45_r09,freq_percent,0.45,0.55,9,target2,0.03861246436208125,0.006421919299912885,99.27536231884058
freq_percent_rm0.45_r09,freq_percent,0.45,0.55,9,target3,0.08011209412370318,0.022584648966500358,97.62845849802372
freq_percent_rm0.45_r09,freq_percent,0.45,0.55,9,target4,0.0722331006969193,0.031785802249148655,96.31093544137023
freq_percent_rm0.45_r09,freq_percent,0.45,0.55,9,target5,0.11664687871228321,0.05728459946939099,94.72990777338603
freq_percent_rm0.45_r09,freq_percent,0.45,0.55,9,target6,0.31934207947255877,0.23240332323592303,83.59683794466403
