stimulus,target,n_runs,mean_of_run_means_ms,sd_between_runs_ms,mean_of_run_medians_ms,mean_within_run_sd_ms,median_n_per_run,n_per_run_run_01,n_per_run_run_02,n_per_run_run_03,n_per_run_run_04,n_per_run_run_05,n_per_run_run_06,n_per_run_run_07,n_per_run_run_08,n_per_run_run_09,n_per_run_run_10,run_mean_ms_run_01,run_mean_ms_run_02,run_mean_ms_run_03,run_mean_ms_run_04,run_mean_ms_run_05,run_mean_ms_run_06,run_mean_ms_run_07,run_mean_ms_run_08,run_mean_ms_run_09,run_mean_ms_run_10,run_median_ms_run_01,run_median_ms_run_02,run_median_ms_run_03,run_median_ms_run_04,run_median_ms_run_05,run_median_ms_run_06,run_median_ms_run_07,run_median_ms_run_08,run_median_ms_run_09,run_median_ms_run_10,within_run_sd_ms_run_01,within_run_sd_ms_run_02,within_run_sd_ms_run_03,within_run_sd_ms_run_04,within_run_sd_ms_run_05,within_run_sd_ms_run_06,within_run_sd_ms_run_07,within_run_sd_ms_run_08,within_run_sd_ms_run_09,within_run_sd_ms_run_10
Overall,W1 Peak,10,0.01577050800650938,0.001095468171348176,0.0,0.046289957954598844,2734.0,2735.0,2734.0,2736.0,2730.0,2732.0,2734.0,2734.0,2734.0,2733.0,2734.0,0.01632408417498326,0.016150274523207046,0.015389931254593673,0.015063667607438092,0.01706165772587987,0.014067817975223948,0.014891811573346757,0.016839432805273395,0.014702427075273066,0.017213975349874674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050656052456063444,0.04601329708686175,0.04729054815988127,0.04230204285928805,0.04992905438499323,0.042298182700416,0.04461565832839351,0.046747550793169286,0.04491368131078907,0.048133511466132796
Overall,W1 Trough,10,0.020113307284873976,0.0007272342532393144,0.0,0.04926283078683241,2732.0,2741.0,2725.0,2732.0,2732.0,2732.0,2727.0,2733.0,2732.0,2733.0,2732.0,0.01990466384770425,0.019450350328370173,0.020584935024282127,0.019940250242021288,0.02143951717751161,0.019826609436899966,0.019633210467490027,0.02082481773396058,0.01898876157428234,0.020539957016217417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05020644527142701,0.04800435190158792,0.05124670615956591,0.049325923135930844,0.05157244446913137,0.0493120810565674,0.046348352491391534,0.052301688920901396,0.047315720477517954,0.04699459398430276
Overall,W4 Peak,10,0.041926742123688784,0.002657035049171223,0.0,0.11978008049469828,2702.0,2703.0,2693.0,2703.0,2692.0,2695.0,2706.0,2701.0,2690.0,2708.0,2704.0,0.04450589706033974,0.03867850372043285,0.04092966563158926,0.03954493647439488,0.04371090219694434,0.04000635912301745,0.0413239265258971,0.04488847563329066,0.03952304601423831,0.04615570885674329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12327277688365947,0.11243334487765347,0.11831299806102229,0.11748692307933813,0.11988583883048194,0.11621452812700643,0.12356519103509012,0.1233316302750268,0.11933518168640375,0.1239623920913004
Overall,W4 Trough,10,0.026180824891596594,0.0010890458925832246,0.0,0.056970739978094195,2653.0,2654.0,2652.0,2654.0,2645.0,2660.0,2652.0,2654.0,2639.0,2645.0,2655.0,0.02588164061052292,0.025468700959787014,0.02676133859191816,0.025830334376646308,0.02671637315625127,0.02478912373587517,0.027039137954464023,0.02719282763590281,0.024390153862840484,0.02773861803175778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060140095634866504,0.05511376027689552,0.06107779724542708,0.05990846885103706,0.055189222363826944,0.05073719882005236,0.057704338180317234,0.05713501321747387,0.05759187657026062,0.055109628620784765
Overall,W5 Peak,10,0.039344638913303934,0.0037439368605109323,0.00409599726775956,0.10217420359507771,2608.0,2609.0,2605.0,2607.0,2614.0,2596.0,2603.0,2625.0,2601.0,2622.0,2613.0,0.04391147703305287,0.04223358411210051,0.03544522376703326,0.03792009712309923,0.04315312992034823,0.036679867964454625,0.03400067827218318,0.0434008783927157,0.035992287204111476,0.04070916534394023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0409599726775956,0.11365606562693255,0.10703735030535418,0.09645006007721846,0.1013295097790648,0.10976456756607532,0.09681709161802413,0.09200795631475996,0.1101468985945599,0.09677642430534505,0.09775611176344284
Overall,W5 Trough,10,0.08522197821263672,0.0064318660188128225,0.0409599726775956,0.13591625944860675,2297.0,2274.0,2305.0,2289.0,2338.0,2265.0,2275.0,2341.0,2265.0,2340.0,2321.0,0.08836834914524368,0.08726873137512887,0.08458619084621866,0.07722479023218198,0.09447015331909912,0.08811345331171559,0.07626848393918807,0.08727277180665627,0.07677369237774974,0.09187316577318518,0.0409599726775956,0.0409599726775956,0.0409599726775956,0.0409599726775956,0.0409599726775956,0.0409599726775956,0.0409599726775956,0.0409599726775956,0.0409599726775956,0.0409599726775956,0.13456773087248886,0.1379068482475298,0.13515972075292634,0.12447697387361856,0.1411495026631112,0.1399945195826814,0.13154922163791416,0.13917735172958073,0.13366133492117904,0.14151939020503734
Overall,all targets,10,0.03683679561611394,0.0020600444595811553,0.0,0.09350674811661741,15718.5,15716.0,15714.0,15721.0,15751.0,15680.0,15697.0,15788.0,15661.0,15781.0,15759.0,0.03841365724707825,0.03691193668623084,0.03600444389235378,0.03492168580327799,0.039544136887336885,0.0358324740274411,0.034554463902514314,0.038695025590002374,0.034068855038725046,0.03942127708617886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0970359101732493,0.09306178296103546,0.09251788181900555,0.08992952924871907,0.09679137323019027,0.09184975508906254,0.09077570564909947,0.09668447286773012,0.09129880268368121,0.09512226744440117
Click,W1 Peak,10,0.010185256185860808,0.001268173834676221,0.0,0.03855823021183441,710.0,710.0,710.0,710.0,709.0,710.0,711.0,711.0,711.0,709.0,711.0,0.011076499653659658,0.010845739244208414,0.010384218425305928,0.008954577947852354,0.010384218425305928,0.008180472742923455,0.008295690668880123,0.0112913567437535,0.010629950596160214,0.011809837410558507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04389042465114366,0.038922530144715285,0.03502312364267903,0.03397492014762395,0.03257264096735461,0.032010696487851986,0.03175855406706265,0.046115218731132716,0.04514970582969374,0.046164487449086467
Click,W1 Trough,10,0.013149016294432766,0.0008072707942116985,0.0,0.039716532957321395,709.0,711.0,709.0,709.0,710.0,707.0,709.0,709.0,709.0,709.0,711.0,0.013653324225865201,0.01172760853815502,0.014269553245932461,0.012864892826906789,0.013151221779086567,0.013518524127725489,0.013114123833306351,0.014211781775301155,0.01224755177383677,0.012731580818211853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042433413515882694,0.030897932781748596,0.04666476901391838,0.03912685781015937,0.03900197893013383,0.04149937488775753,0.043385160668643626,0.04903433603837957,0.038840026884651525,0.02628147904193881
Click,W4 Peak,10,0.04810405595341029,0.006092458876482465,0.0,0.1395757547515469,698.5,697.0,698.0,704.0,696.0,701.0,702.0,698.0,697.0,701.0,699.0,0.04671905061504809,0.0386126963063867,0.04852360399590163,0.045668015514100865,0.049666158025615234,0.040026412046767226,0.052872400261480886,0.05858980309836849,0.04651089622163497,0.05385152344879882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1340107428998617,0.11914748862178408,0.13917231869974725,0.13982271035772925,0.14040652512300272,0.12100197023481596,0.1554101860798041,0.15681000013545673,0.14094147054005465,0.14903413482321265
Click,W4 Trough,10,0.02148413190242001,0.001500472373189399,0.0,0.04985003629904415,690.5,692.0,691.0,691.0,689.0,694.0,692.0,688.0,690.0,690.0,688.0,0.021722991289996513,0.024066206812017103,0.019976137181403356,0.021223091793761438,0.02378511381710523,0.020953512034492548,0.02149207868693607,0.02012381266334045,0.019589552150154423,0.021908822594992997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05501015380126268,0.060098629119690945,0.04373454655192466,0.05045689464964648,0.05467933525392013,0.04089790818071761,0.04871027258129605,0.04331333898328208,0.05665475993266194,0.04494452393603889
