stimulus,mean_accuracy,sd_between_runs,n_runs,n_per_run_run_01,n_per_run_run_02,n_per_run_run_03,n_per_run_run_04,n_per_run_run_05,n_per_run_run_06,n_per_run_run_07,n_per_run_run_08,n_per_run_run_09,n_per_run_run_10,n_correct_run_01,n_correct_run_02,n_correct_run_03,n_correct_run_04,n_correct_run_05,n_correct_run_06,n_correct_run_07,n_correct_run_08,n_correct_run_09,n_correct_run_10,accuracy_run_01,accuracy_run_02,accuracy_run_03,accuracy_run_04,accuracy_run_05,accuracy_run_06,accuracy_run_07,accuracy_run_08,accuracy_run_09,accuracy_run_10
Overall,94.28597317868794,0.3003246802045767,10,16554.0,16554.0,16554.0,16554.0,16554.0,16554.0,16554.0,16554.0,16554.0,16554.0,15602.0,15544.0,15653.0,15580.0,15604.0,15705.0,15650.0,15551.0,15613.0,15579.0,94.24912407877251,93.89875558777335,94.5572067174097,94.11622568563489,94.26120575087592,94.8713301920986,94.53908420925457,93.94104144013532,94.31557327534131,94.11018484958318
Click,96.45191409897292,0.3631267317017729,10,4284.0,4284.0,4284.0,4284.0,4284.0,4284.0,4284.0,4284.0,4284.0,4284.0,4125.0,4111.0,4146.0,4129.0,4139.0,4156.0,4145.0,4112.0,4140.0,4117.0,96.28851540616246,95.96171802054155,96.77871148459384,96.38188608776844,96.61531279178338,97.01213818860877,96.75536881419234,95.98506069094304,96.63865546218487,96.10177404295051
4 kHz,93.13765182186235,0.4163170724759286,10,2964.0,2964.0,2964.0,2964.0,2964.0,2964.0,2964.0,2964.0,2964.0,2964.0,2760.0,2732.0,2769.0,2754.0,2761.0,2775.0,2765.0,2755.0,2774.0,2761.0,93.11740890688259,92.1727395411606,93.42105263157895,92.91497975708502,93.15114709851552,93.62348178137651,93.28609986504723,92.94871794871796,93.58974358974359,93.15114709851552
8 kHz,93.37899543378995,0.3516190830353618,10,3066.0,3066.0,3066.0,3066.0,3066.0,3066.0,3066.0,3066.0,3066.0,3066.0,2868.0,2856.0,2874.0,2875.0,2856.0,2880.0,2865.0,2853.0,2852.0,2851.0,93.54207436399217,93.15068493150685,93.73776908023484,93.77038486627528,93.15068493150685,93.9334637964775,93.44422700587084,93.05283757338552,93.02022178734506,92.98760600130464
10 kHz,94.9281045751634,0.38011030043685357,10,3060.0,3060.0,3060.0,3060.0,3060.0,3060.0,3060.0,3060.0,3060.0,3060.0,2902.0,2898.0,2920.0,2891.0,2908.0,2925.0,2915.0,2895.0,2896.0,2898.0,94.83660130718954,94.70588235294117,95.42483660130719,94.47712418300654,95.03267973856208,95.58823529411765,95.26143790849673,94.6078431372549,94.64052287581698,94.70588235294117
16 kHz,92.69496855345912,0.35144235398612683,10,3180.0,3180.0,3180.0,3180.0,3180.0,3180.0,3180.0,3180.0,3180.0,3180.0,2947.0,2947.0,2944.0,2931.0,2940.0,2969.0,2960.0,2936.0,2951.0,2952.0,92.67295597484276,92.67295597484276,92.57861635220127,92.16981132075472,92.45283018867924,93.36477987421384,93.08176100628931,92.32704402515724,92.79874213836477,92.83018867924528
