run_id,status,strat,remove_frac,repeat_id,sub_seed,cv_seed,train_seed,n_total,n_kept,n_removed,runtime_sec
freq_percent_rm0_r09,completed,freq_percent,0.0,9,438394,752651,18124,2863,2863,0,632.1035395999997
