run_id,status,strat,remove_frac,repeat_id,sub_seed,cv_seed,train_seed,n_total,n_kept,n_removed,runtime_sec
freq_percent_rm0_r08,completed,freq_percent,0.0,8,960318,240575,274300,2863,2863,0,623.2254688999992
