run_id,status,strat,remove_frac,repeat_id,sub_seed,cv_seed,train_seed,n_total,n_kept,n_removed,runtime_sec
freq_percent_rm0.8_r01,completed,freq_percent,0.8,1,143356,751378,938064,2863,573,2290,143.5034999999989
