run_id,status,strat,remove_frac,repeat_id,sub_seed,cv_seed,train_seed,n_total,n_kept,n_removed,runtime_sec
freq_percent_rm0.6_r07,completed,freq_percent,0.6,7,50497,331975,288058,2863,1145,1718,263.38621409999905
