run_id,status,strat,remove_frac,repeat_id,sub_seed,cv_seed,train_seed,n_total,n_kept,n_removed,runtime_sec
freq_percent_rm0.975_r07,completed,freq_percent,0.975,7,807823,989788,518485,2863,72,2791,25.410630099999253
