run_id,status,strat,remove_frac,repeat_id,sub_seed,cv_seed,train_seed,n_total,n_kept,n_removed,runtime_sec
freq_percent_rm0_r07,completed,freq_percent,0.0,7,563647,304025,871808,2863,2863,0,627.0463154999998
