run_id,status,strat,remove_frac,repeat_id,sub_seed,cv_seed,train_seed,n_total,n_kept,n_removed,runtime_sec
freq_percent_rm0.05_r08,completed,freq_percent,0.05,8,749191,52547,445254,2863,2720,143,588.5326718000015
