run_id,status,strat,remove_frac,repeat_id,sub_seed,cv_seed,train_seed,n_total,n_kept,n_removed,runtime_sec
freq_percent_rm0_r06,completed,freq_percent,0.0,6,734948,157274,871162,2863,2863,0,619.4499206
